STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2019
48,395,Texas,Robertson County,16622,16620,17074
48,397,Texas,Rockwall County,78337,78345,104915
48,399,Texas,Runnels County,10501,10502,10264
48,401,Texas,Rusk County,53330,53309,54406
48,403,Texas,Sabine County,10834,10836,10542
48,405,Texas,San Augustine County,8865,8861,8237
48,407,Texas,San Jacinto County,26384,26378,28859
48,409,Texas,San Patricio County,64804,64802,66730
48,411,Texas,San Saba County,6131,6130,6055
48,413,Texas,Schleicher County,3461,3461,2793
48,415,Texas,Scurry County,16921,16919,16703
48,417,Texas,Shackelford County,3378,3376,3265
48,419,Texas,Shelby County,25448,25448,25274
48,421,Texas,Sherman County,3034,3034,3022
48,423,Texas,Smith County,209714,209725,232751
48,425,Texas,Somervell County,8490,8491,9128
48,427,Texas,Starr County,60968,60967,64633
48,429,Texas,Stephens County,9630,9634,9366
48,431,Texas,Sterling County,1143,1143,1291
48,433,Texas,Stonewall County,1490,1490,1350
48,435,Texas,Sutton County,4128,4128,3776
48,437,Texas,Swisher County,7854,7859,7397
48,439,Texas,Tarrant County,1809034,1810664,2102515
48,441,Texas,Taylor County,131506,131515,138034
48,443,Texas,Terrell County,984,984,776
48,445,Texas,Terry County,12651,12651,12337
48,447,Texas,Throckmorton County,1641,1641,1501
48,449,Texas,Titus County,32334,32334,32750
48,451,Texas,Tom Green County,110224,110228,119200
48,453,Texas,Travis County,1024266,1024444,1273954
48,455,Texas,Trinity County,14585,14675,14651
48,457,Texas,Tyler County,21766,21760,21672
48,459,Texas,Upshur County,39309,39311,41753
48,461,Texas,Upton County,3355,3349,3657
48,463,Texas,Uvalde County,26405,26405,26741
48,465,Texas,Val Verde County,48879,48879,49025
48,467,Texas,Van Zandt County,52579,52552,56590
48,469,Texas,Victoria County,86793,86793,92084
48,471,Texas,Walker County,67861,67860,72971
48,473,Texas,Waller County,43205,43274,55246
48,475,Texas,Ward County,10658,10658,11998
48,477,Texas,Washington County,33718,33699,35882
48,479,Texas,Webb County,250304,250304,276652
48,481,Texas,Wharton County,41280,41280,41556
48,483,Texas,Wheeler County,5410,5406,5056
48,485,Texas,Wichita County,131500,131659,132230
48,487,Texas,Wilbarger County,13535,13535,12769
48,489,Texas,Willacy County,22134,22136,21358
48,491,Texas,Williamson County,422679,422504,590551
48,493,Texas,Wilson County,42918,42905,51070
48,495,Texas,Winkler County,7110,7110,8010
48,497,Texas,Wise County,59127,59115,69984
48,499,Texas,Wood County,41964,41959,45539
48,501,Texas,Yoakum County,7879,7879,8713
48,503,Texas,Young County,18550,18550,18010
48,505,Texas,Zapata County,14018,14018,14179
48,507,Texas,Zavala County,11677,11677,11840
49,0,Utah,Utah,2763885,2763891,3205958
49,1,Utah,Beaver County,6629,6629,6710
49,3,Utah,Box Elder County,49975,49983,56046
49,5,Utah,Cache County,112656,112656,128289
49,7,Utah,Carbon County,21403,21403,20463
49,9,Utah,Daggett County,1059,1061,950
49,11,Utah,Davis County,306479,306492,355481
49,13,Utah,Duchesne County,18607,18605,19938
49,15,Utah,Emery County,10976,10976,10012
49,17,Utah,Garfield County,5172,5172,5051
49,19,Utah,Grand County,9225,9224,9754
49,21,Utah,Iron County,46163,46163,54839
49,23,Utah,Juab County,10246,10246,12017
49,25,Utah,Kane County,7125,7125,7886
49,27,Utah,Millard County,12503,12503,13188
49,29,Utah,Morgan County,9469,9469,12124
49,31,Utah,Piute County,1556,1557,1479
49,33,Utah,Rich County,2264,2264,2483
49,35,Utah,Salt Lake County,1029655,1029590,1160437
49,37,Utah,San Juan County,14746,14745,15308
49,39,Utah,Sanpete County,27822,27822,30939
49,41,Utah,Sevier County,20802,20801,21620
49,43,Utah,Summit County,36324,36324,42145
49,45,Utah,Tooele County,58218,58218,72259
49,47,Utah,Uintah County,32588,32588,35734
49,49,Utah,Utah County,516564,516639,636235
49,51,Utah,Wasatch County,23530,23525,34091
49,53,Utah,Washington County,138115,138115,177556
49,55,Utah,Wayne County,2778,2778,2711
49,57,Utah,Weber County,231236,231218,260213
50,0,Vermont,Vermont,625741,625737,623989
50,1,Vermont,Addison County,36821,36818,36777
50,3,Vermont,Bennington County,37125,37119,35470
50,5,Vermont,Caledonia County,31227,31234,29993
50,7,Vermont,Chittenden County,156545,156535,163774
50,9,Vermont,Essex County,6306,6306,6163
50,11,Vermont,Franklin County,47746,47759,49402
50,13,Vermont,Grand Isle County,6970,6970,7235
50,15,Vermont,Lamoille County,24475,24473,25362
50,17,Vermont,Orange County,28936,28936,28892
50,19,Vermont,Orleans County,27231,27234,27037
50,21,Vermont,Rutland County,61642,61660,58191
50,23,Vermont,Washington County,59534,59524,58409
50,25,Vermont,Windham County,44513,44511,42222
50,27,Vermont,Windsor County,56670,56658,55062
51,0,Virginia,Virginia,8001024,8001049,8535519
51,1,Virginia,Accomack County,33164,33162,32316
51,3,Virginia,Albemarle County,98970,98998,109330
51,5,Virginia,Alleghany County,16250,16264,14860
51,7,Virginia,Amelia County,12690,12695,13145
51,9,Virginia,Amherst County,32353,32354,31605
51,11,Virginia,Appomattox County,14973,15028,15911
51,13,Virginia,Arlington County,207627,207696,236842
51,15,Virginia,Augusta County,73750,73753,75558
51,17,Virginia,Bath County,4731,4727,4147
51,19,Virginia,Bedford County,68676,74929,78997
51,21,Virginia,Bland County,6824,6824,6280
51,23,Virginia,Botetourt County,33148,33152,33419
51,25,Virginia,Brunswick County,17434,17426,16231
51,27,Virginia,Buchanan County,24098,24102,21004
51,29,Virginia,Buckingham County,17146,17140,17148
51,31,Virginia,Campbell County,54842,54809,54885
51,33,Virginia,Caroline County,28545,28554,30725
51,35,Virginia,Carroll County,30042,30072,29791
51,36,Virginia,Charles City County,7256,7256,6963
51,37,Virginia,Charlotte County,12586,12597,11880
51,41,Virginia,Chesterfield County,316236,316240,352802
51,43,Virginia,Clarke County,14034,14025,14619
51,45,Virginia,Craig County,5190,5175,5131
51,47,Virginia,Culpeper County,46689,46688,52605
51,49,Virginia,Cumberland County,10052,10039,9932
51,51,Virginia,Dickenson County,15903,15877,14318
51,53,Virginia,Dinwiddie County,28001,28012,28544
51,57,Virginia,Essex County,11151,11149,10953
51,59,Virginia,Fairfax County,1081726,1081703,1147532
51,61,Virginia,Fauquier County,65203,65228,71222
51,63,Virginia,Floyd County,15279,15291,15749
51,65,Virginia,Fluvanna County,25691,25742,27270
51,67,Virginia,Franklin County,56159,56128,56042
51,69,Virginia,Frederick County,78305,78269,89313
51,71,Virginia,Giles County,17286,17286,16720
51,73,Virginia,Gloucester County,36858,36859,37348
51,75,Virginia,Goochland County,21717,21692,23753
51,77,Virginia,Grayson County,15533,15554,15550
51,79,Virginia,Greene County,18403,18389,19819
51,81,Virginia,Greensville County,12243,12245,11336
51,83,Virginia,Halifax County,36241,36253,33911
51,85,Virginia,Hanover County,99863,99850,107766
51,87,Virginia,Henrico County,306935,306756,330818
51,89,Virginia,Henry County,54151,54182,50557
51,91,Virginia,Highland County,2321,2319,2190
51,93,Virginia,Isle of Wight County,35270,35277,37109
51,95,Virginia,James City County,67009,67379,76523
51,97,Virginia,King and Queen County,6945,6940,7025
51,99,Virginia,King George County,23584,23578,26836
51,101,Virginia,King William County,15935,15927,17148
51,103,Virginia,Lancaster County,11391,11390,10603
51,105,Virginia,Lee County,25587,25589,23423
51,107,Virginia,Loudoun County,312311,312348,413538
51,109,Virginia,Louisa County,33153,33168,37591
51,111,Virginia,Lunenburg County,12914,12916,12196
51,113,Virginia,Madison County,13308,13306,13261
51,115,Virginia,Mathews County,8978,8976,8834
51,117,Virginia,Mecklenburg County,32727,32716,30587
51,119,Virginia,Middlesex County,10959,10959,10582
51,121,Virginia,Montgomery County,94392,94422,98535
51,125,Virginia,Nelson County,15020,15015,14930
51,127,Virginia,New Kent County,18429,18432,23091
51,131,Virginia,Northampton County,12389,12391,11710
51,133,Virginia,Northumberland County,12330,12331,12095
51,135,Virginia,Nottoway County,15853,15853,15232
51,137,Virginia,Orange County,33481,33554,37051
51,139,Virginia,Page County,24042,24051,23902
51,141,Virginia,Patrick County,18490,18500,17608
51,143,Virginia,Pittsylvania County,63506,63469,60354
51,145,Virginia,Powhatan County,28046,28069,29652
51,147,Virginia,Prince Edward County,23368,23363,22802
51,149,Virginia,Prince George County,35725,35715,38353
51,153,Virginia,Prince William County,402002,402009,470335
51,155,Virginia,Pulaski County,34872,34857,34027
51,157,Virginia,Rappahannock County,7373,7506,7370
51,159,Virginia,Richmond County,9254,9254,9023
51,161,Virginia,Roanoke County,92376,92465,94186
51,163,Virginia,Rockbridge County,22307,22355,22573
51,165,Virginia,Rockingham County,76314,76321,81948
51,167,Virginia,Russell County,28897,28923,26586
51,169,Virginia,Scott County,23177,23168,21566
51,171,Virginia,Shenandoah County,41993,41996,43616
51,173,Virginia,Smyth County,32208,32213,30104
51,175,Virginia,Southampton County,18570,18573,17631
51,177,Virginia,Spotsylvania County,122397,122453,136215
51,179,Virginia,Stafford County,128961,128984,152882
51,181,Virginia,Surry County,7058,7064,6422
51,183,Virginia,Sussex County,12087,12070,11159
51,185,Virginia,Tazewell County,45078,45058,40595
51,187,Virginia,Warren County,37575,37450,40164
51,191,Virginia,Washington County,54876,54961,53740
51,193,Virginia,Westmoreland County,17454,17460,18015
51,195,Virginia,Wise County,41452,41437,37383
51,197,Virginia,Wythe County,29235,29246,28684
51,199,Virginia,York County,65464,65191,68280
51,510,Virginia,Alexandria city,139966,139998,159428
51,520,Virginia,Bristol city,17835,17738,16762
51,530,Virginia,Buena Vista city,6650,6607,6478
51,540,Virginia,Charlottesville city,43475,43425,47266
51,550,Virginia,Chesapeake city,222209,222311,244835
51,570,Virginia,Colonial Heights city,17411,17410,17370
51,580,Virginia,Covington city,5961,5951,5538
51,590,Virginia,Danville city,43055,43071,40044
51,595,Virginia,Emporia city,5927,5925,5346
51,600,Virginia,Fairfax city,22565,22554,24019
51,610,Virginia,Falls Church city,12332,12244,14617
51,620,Virginia,Franklin city,8582,8578,7967
51,630,Virginia,Fredericksburg city,24286,24178,29036
51,640,Virginia,Galax city,7042,6989,6347
51,650,Virginia,Hampton city,137436,137464,134510
51,660,Virginia,Harrisonburg city,48914,48900,53016
51,670,Virginia,Hopewell city,22591,22591,22529
51,678,Virginia,Lexington city,7042,7037,7446
51,680,Virginia,Lynchburg city,75568,75534,82168
51,683,Virginia,Manassas city,37821,37799,41085
51,685,Virginia,Manassas Park city,14273,14243,17478
51,690,Virginia,Martinsville city,13821,13814,12554
51,700,Virginia,Newport News city,180719,180955,179225
51,710,Virginia,Norfolk city,242803,242827,242742
51,720,Virginia,Norton city,3958,3993,3981
51,730,Virginia,Petersburg city,32420,32441,31346
51,735,Virginia,Poquoson city,12150,12159,12271
51,740,Virginia,Portsmouth city,95535,95526,94398
51,750,Virginia,Radford city,16408,16395,18249
51,760,Virginia,Richmond city,204214,204375,230436
51,770,Virginia,Roanoke city,97032,96910,99143
51,775,Virginia,Salem city,24802,24836,25301
51,790,Virginia,Staunton city,23746,23745,24932
51,800,Virginia,Suffolk city,84585,84565,92108
51,810,Virginia,Virginia Beach city,437994,437903,449974
51,820,Virginia,Waynesboro city,21006,20998,22630
51,830,Virginia,Williamsburg city,14068,13700,14954
51,840,Virginia,Winchester city,26203,26223,28078
53,0,Washington,Washington,6724540,6724540,7614893
53,1,Washington,Adams County,18728,18731,19983
53,3,Washington,Asotin County,21623,21623,22582
53,5,Washington,Benton County,175177,175168,204390
53,7,Washington,Chelan County,72453,72460,77200
53,9,Washington,Clallam County,71404,71396,77331
53,11,Washington,Clark County,425363,425360,488241
53,13,Washington,Columbia County,4078,4078,3985
53,15,Washington,Cowlitz County,102410,102408,110593
53,17,Washington,Douglas County,38431,38427,43429
53,19,Washington,Ferry County,7551,7554,7627
53,21,Washington,Franklin County,78163,78160,95222
53,23,Washington,Garfield County,2266,2266,2225
53,25,Washington,Grant County,89120,89124,97733
53,27,Washington,Grays Harbor County,72797,72800,75061
53,29,Washington,Island County,78506,78508,85141
53,31,Washington,Jefferson County,29872,29880,32221
53,33,Washington,King County,1931249,1931287,2252782
53,35,Washington,Kitsap County,251133,251143,271473
53,37,Washington,Kittitas County,40915,40910,47935
53,39,Washington,Klickitat County,20318,20317,22425
53,41,Washington,Lewis County,75455,75457,80707
53,43,Washington,Lincoln County,10570,10570,10939
53,45,Washington,Mason County,60699,60689,66768
53,47,Washington,Okanogan County,41120,41117,42243
53,49,Washington,Pacific County,20920,20919,22471
53,51,Washington,Pend Oreille County,13001,13001,13724
53,53,Washington,Pierce County,795225,795222,904980
53,55,Washington,San Juan County,15769,15768,17582
53,57,Washington,Skagit County,116901,116892,129205
53,59,Washington,Skamania County,11066,11070,12083
53,61,Washington,Snohomish County,713335,713299,822083
53,63,Washington,Spokane County,471221,471220,522798
53,65,Washington,Stevens County,43531,43532,45723
53,67,Washington,Thurston County,252264,252260,290536
53,69,Washington,Wahkiakum County,3978,3979,4488
53,71,Washington,Walla Walla County,58781,58781,60760
53,73,Washington,Whatcom County,201140,201146,229247
53,75,Washington,Whitman County,44776,44778,50104
53,77,Washington,Yakima County,243231,243240,250873
54,0,West Virginia,West Virginia,1852994,1853018,1792147
54,1,West Virginia,Barbour County,16589,16587,16441
54,3,West Virginia,Berkeley County,104169,104188,119171
54,5,West Virginia,Boone County,24629,24625,21457
54,7,West Virginia,Braxton County,14523,14519,13957
54,9,West Virginia,Brooke County,24069,24051,21939
54,11,West Virginia,Cabell County,96319,96295,91945
54,13,West Virginia,Calhoun County,7627,7627,7109
54,15,West Virginia,Clay County,9386,9384,8508
54,17,West Virginia,Doddridge County,8202,8201,8448
54,19,West Virginia,Fayette County,46039,46049,42406
54,21,West Virginia,Gilmer County,8693,8695,7823
54,23,West Virginia,Grant County,11937,11920,11568
54,25,West Virginia,Greenbrier County,35480,35483,34662
54,27,West Virginia,Hampshire County,23964,23960,23175
54,29,West Virginia,Hancock County,30676,30688,28810
54,31,West Virginia,Hardy County,14025,14027,13776
54,33,West Virginia,Harrison County,69099,69094,67256
54,35,West Virginia,Jackson County,29211,29214,28576
54,37,West Virginia,Jefferson County,53498,53490,57146
54,39,West Virginia,Kanawha County,193063,193053,178124
54,41,West Virginia,Lewis County,16372,16372,15907
54,43,West Virginia,Lincoln County,21720,21709,20409
54,45,West Virginia,Logan County,36743,36754,32019
54,47,West Virginia,McDowell County,22113,22109,17624
54,49,West Virginia,Marion County,56418,56433,56072
54,51,West Virginia,Marshall County,33107,33131,30531
54,53,West Virginia,Mason County,27324,27348,26516
54,55,West Virginia,Mercer County,62264,62265,58758
54,57,West Virginia,Mineral County,28212,28225,26868
54,59,West Virginia,Mingo County,26839,26834,23424
54,61,West Virginia,Monongalia County,96189,96184,105612
54,63,West Virginia,Monroe County,13502,13498,13275
54,65,West Virginia,Morgan County,17541,17541,17884
54,67,West Virginia,Nicholas County,26233,26233,24496
54,69,West Virginia,Ohio County,44443,44426,41411
54,71,West Virginia,Pendleton County,7695,7695,6969
54,73,West Virginia,Pleasants County,7605,7602,7460
54,75,West Virginia,Pocahontas County,8719,8722,8247
54,77,West Virginia,Preston County,33520,33518,33432
54,79,West Virginia,Putnam County,55486,55489,56450
54,81,West Virginia,Raleigh County,78859,78865,73361
54,83,West Virginia,Randolph County,29405,29405,28695
54,85,West Virginia,Ritchie County,10449,10449,9554
54,87,West Virginia,Roane County,14926,14927,13688
54,89,West Virginia,Summers County,13927,13926,12573
54,91,West Virginia,Taylor County,16895,16891,16695
54,93,West Virginia,Tucker County,7141,7141,6839
54,95,West Virginia,Tyler County,9208,9230,8591
54,97,West Virginia,Upshur County,24254,24256,24176
54,99,West Virginia,Wayne County,42481,42506,39402
54,101,West Virginia,Webster County,9154,9150,8114
54,103,West Virginia,Wetzel County,16583,16563,15065
54,105,West Virginia,Wirt County,5717,5714,5821
54,107,West Virginia,Wood County,86956,86953,83518
54,109,West Virginia,Wyoming County,23796,23804,20394
55,0,Wisconsin,Wisconsin,5686986,5687285,5822434
55,1,Wisconsin,Adams County,20875,20867,20220
55,3,Wisconsin,Ashland County,16157,16157,15562
55,5,Wisconsin,Barron County,45870,45873,45244
55,7,Wisconsin,Bayfield County,15014,15008,15036
55,9,Wisconsin,Brown County,248007,248003,264542
55,11,Wisconsin,Buffalo County,13587,13588,13031
55,13,Wisconsin,Burnett County,15457,15458,15414
55,15,Wisconsin,Calumet County,48971,48981,50089
55,17,Wisconsin,Chippewa County,62415,62502,64658
55,19,Wisconsin,Clark County,34690,34691,34774
55,21,Wisconsin,Columbia County,56833,56859,57532
55,23,Wisconsin,Crawford County,16644,16644,16131
55,25,Wisconsin,Dane County,488073,488081,546695
55,27,Wisconsin,Dodge County,88759,88750,87839
55,29,Wisconsin,Door County,27785,27785,27668
55,31,Wisconsin,Douglas County,44159,44159,43150
55,33,Wisconsin,Dunn County,43857,43865,45368
55,35,Wisconsin,Eau Claire County,98736,98881,104646
55,37,Wisconsin,Florence County,4423,4423,4295
55,39,Wisconsin,Fond du Lac County,101633,101623,103403
55,41,Wisconsin,Forest County,9304,9304,9004
55,43,Wisconsin,Grant County,51208,51204,51439
55,45,Wisconsin,Green County,36842,36839,36960
55,47,Wisconsin,Green Lake County,19051,19044,18913
55,49,Wisconsin,Iowa County,23687,23687,23678
55,51,Wisconsin,Iron County,5916,5916,5687
55,53,Wisconsin,Jackson County,20449,20441,20643
55,55,Wisconsin,Jefferson County,83686,83688,84769
55,57,Wisconsin,Juneau County,26664,26665,26687
55,59,Wisconsin,Kenosha County,166426,166424,169561
55,61,Wisconsin,Kewaunee County,20574,20578,20434
55,63,Wisconsin,La Crosse County,114638,114638,118016
55,65,Wisconsin,Lafayette County,16836,16833,16665
55,67,Wisconsin,Langlade County,19977,19977,19189
55,69,Wisconsin,Lincoln County,28743,28743,27593
55,71,Wisconsin,Manitowoc County,81442,81444,78981
55,73,Wisconsin,Marathon County,134063,134061,135692
55,75,Wisconsin,Marinette County,41749,41749,40350
55,77,Wisconsin,Marquette County,15404,15399,15574
55,78,Wisconsin,Menominee County,4232,4232,4556
55,79,Wisconsin,Milwaukee County,947735,947728,945726
55,81,Wisconsin,Monroe County,44673,44677,46253
55,83,Wisconsin,Oconto County,37660,37660,37930
55,85,Wisconsin,Oneida County,35998,36012,35595
55,87,Wisconsin,Outagamie County,176695,176686,187885
55,89,Wisconsin,Ozaukee County,86395,86395,89221
55,91,Wisconsin,Pepin County,7469,7469,7287
55,93,Wisconsin,Pierce County,41019,41029,42754
55,95,Wisconsin,Polk County,44205,44198,43783
55,97,Wisconsin,Portage County,70019,70021,70772
55,99,Wisconsin,Price County,14159,14159,13351
55,101,Wisconsin,Racine County,195408,195428,196311
55,103,Wisconsin,Richland County,18021,18028,17252
55,105,Wisconsin,Rock County,160331,160325,163354
55,107,Wisconsin,Rusk County,14755,14754,14178
55,109,Wisconsin,St. Croix County,84345,84337,90687
55,111,Wisconsin,Sauk County,61976,61955,64442
55,113,Wisconsin,Sawyer County,16557,16538,16558
55,115,Wisconsin,Shawano County,41949,41955,40899
55,117,Wisconsin,Sheboygan County,115507,115512,115340
55,119,Wisconsin,Taylor County,20689,20690,20343
55,121,Wisconsin,Trempealeau County,28816,28815,29649
55,123,Wisconsin,Vernon County,29773,29769,30822
55,125,Wisconsin,Vilas County,21430,21444,22195
55,127,Wisconsin,Walworth County,102228,102230,103868
55,129,Wisconsin,Washburn County,15911,15907,15720
55,131,Wisconsin,Washington County,131887,131885,136034
55,133,Wisconsin,Waukesha County,389891,389946,404198
55,135,Wisconsin,Waupaca County,52410,52410,50990
55,137,Wisconsin,Waushara County,24496,24509,24443
55,139,Wisconsin,Winnebago County,166994,167000,171907
55,141,Wisconsin,Wood County,74749,74750,72999
56,0,Wyoming,Wyoming,563626,563775,578759
56,1,Wyoming,Albany County,36299,36299,38880
56,3,Wyoming,Big Horn County,11668,11669,11790
56,5,Wyoming,Campbell County,46133,46133,46341
56,7,Wyoming,Carbon County,15885,15884,14800
56,9,Wyoming,Converse County,13833,13833,13822
56,11,Wyoming,Crook County,7083,7080,7584
56,13,Wyoming,Fremont County,40123,40123,39261
56,15,Wyoming,Goshen County,13249,13247,13211
56,17,Wyoming,Hot Springs County,4812,4812,4413
56,19,Wyoming,Johnson County,8569,8569,8445
56,21,Wyoming,Laramie County,91738,91885,99500
56,23,Wyoming,Lincoln County,18106,18106,19830
56,25,Wyoming,Natrona County,75450,75448,79858
56,27,Wyoming,Niobrara County,2484,2484,2356
56,29,Wyoming,Park County,28205,28207,29194
56,31,Wyoming,Platte County,8667,8667,8393
56,33,Wyoming,Sheridan County,29116,29124,30485
56,35,Wyoming,Sublette County,10247,10244,9831
56,37,Wyoming,Sweetwater County,43806,43806,42343
56,39,Wyoming,Teton County,21294,21298,23464
56,41,Wyoming,Uinta County,21118,21121,20226
56,43,Wyoming,Washakie County,8533,8528,7805
56,45,Wyoming,Weston County,7208,7208,6927
